year,month,day,tempMax,tempMin,rhMax,rhMin,precip,solarRad,windSpeed,irrigation,topSoilWater,bottomSoilWater,canopyCover
2016,10,15,29.58888889,17,94.1,54.49,0,15.57,2.902027454,0,250,,
2016,10,16,32.23888889,18.61111111,96.5,38.81,0,17.85,2.934638368,0,,,
2016,10,17,33.57777778,20.37222222,80.3,31.25,0,15.24360465,3.058384627,0,,,
2016,10,18,25.86111111,12.77777778,75.04,27.59,0,17.72,2.923634333,0,,,
2016,10,19,26.51111111,11.23888889,91.7,38.28,0,16.69,2.7761115,0,,,
2016,10,20,20.12222222,7.3,90.5,37.57,0,16.49,3.437729056,0,,,
2016,10,21,21.71111111,4.305555556,95.9,34.64,0,16.92,2.521299333,0,,,
2016,10,22,27.47222222,6.666666667,93.6,25.88,0,17.11,3.223150389,0,,,
2016,10,23,27.58888889,9.272222222,88.6,36.65,0,17.13,2.422950778,0,,,
2016,10,24,26.3,9.811111111,99.2,50.48,0,14.48440476,1.582517667,0,,,
2016,10,25,26.62777778,14.72222222,97.3,57.08,0,9.7,3.893708722,0,,,
2016,10,26,26.81111111,14.03888889,97.2,51.75,0,13.75,1.631691944,0,,,
2016,10,27,26.35,9.3,98.8,42.07,0.254,15.73,1.157830722,0,,,
2016,10,28,30.62222222,14.82777778,97.1,38.44,0,15.03,4.340747611,0,,,
2016,10,29,29.48888889,15.35,88.8,38.03,0,13.73,4.912957389,0,,,
2016,10,30,18.82222222,10.17777778,99.7,67.53,0,8.5,3.325969333,0,,,
2016,10,31,29.52222222,10.37777778,99.9,35.48,0.254,12.86,4.667086,0,,,
2016,11,1,28.96111111,17.93888889,86.7,41.81,0,13.71,4.434625778,0,,,
2016,11,2,28.58888889,17.07222222,96.2,40.56,0,10.57,3.227620778,0,,,
2016,11,3,23.3,9.938888889,92.4,27.78,0,10.99,2.986219778,0,,,
2016,11,4,21.05,6.227777778,95.5,42.21,0,11.59,1.028189444,0,,,
2016,11,5,20.2,12.25,87.1,55.45,0,7.77,1.198064222,0,,,
2016,11,6,19.18888889,12.96111111,98.4,47.09,6.35,6.02,2.002734222,0,,,
2016,11,7,17.37222222,12.87222222,99.3,88.8,1.27,3.72,0.920900111,0,,,
2016,11,8,17.78888889,9.138888889,98.9,57.79,1.016,9.26,4.586619,0,,,
2016,11,9,16.46111111,4.244444444,96.9,41.61,0,14.59,1.591458444,0,,,
2016,11,10,20.77222222,1.922222222,98.5,49.02,0,14.25,2.065319667,0,245,,
2016,11,11,17.21111111,4.116666667,99.2,49.61,0,13.65,3.598663056,0,,,
2016,11,12,14.57777778,1.161111111,93.5,40.64,0,14.38,1.466287556,0,,,
2016,11,13,19.75,1.733333333,94.8,47.35,0,13.05,2.588355167,0,,,
2016,11,14,21.26111111,6.133333333,99.8,38.19,0,11.94168675,2.816345,0,,,
2016,11,15,26.3,5.666666667,91.3,27.2,0,13.39,1.426054056,0,,,
2016,11,16,29.07777778,6.327777778,95.4,20.53,0,13.51,3.375143611,0,,,
2016,11,17,24.11111111,11.57222222,67.97,37.75,0,11.69156627,6.142314333,0,,,
2016,11,18,11.05,0.911111111,77.13,35.89,0,13.13,6.280896389,0,,,
2016,11,19,8.861111111,-4.822222222,85.7,33.89,0,13.35,2.145786667,0,,,
2016,11,20,17.72777778,-1.394444444,79.03,30.61,0,12.91,3.857945611,0,,,
2016,11,21,18.11111111,1.077777778,83.6,42.06,0,11.14,3.147153778,0,,,
2016,11,22,22.46111111,7.133333333,90.5,29.49,0,12.6,5.587986111,0,,,
2016,11,23,14.72222222,2.75,90.3,41.41,0,12.46,4.059113111,0,,,
2016,11,24,20.8,0.177777778,99.6,29.61,0,11.85,3.652307722,0,,,
2016,11,25,12.2,-1.622222222,95.2,45.07,0,12.2,2.378246889,0,,,
2016,11,26,17.56111111,-3.533333333,96.9,32.05,0,12.36,3.281265444,0,,,
2016,11,27,15.92777778,11.2,94.9,65.93,0,1.59,6.249603667,0,,,
2016,11,28,17.55,4.683333333,99.6,19.38,0,12.31,2.673292556,0,,,
2016,11,29,14,0.155555556,79.92,28.25,0,12.28,3.553959167,0,,,
2016,11,30,12.66111111,-0.85,73.34,20.5,0,12.26,4.059113111,0,,,
2016,12,1,13.68888889,-4.572222222,80.2,31.85,0,10.41409639,1.095245278,0,,,
2016,12,2,12.18888889,-3.288888889,87.4,39.98,0.254,8.95,3.232091167,0,,,
2016,12,3,6.333333333,4.438888889,99.6,79.61,5.588,1.45,1.60934,0,,,
2016,12,4,11.47222222,-0.211111111,99.5,48.94,1.778,8.77,1.944619167,0,,,
2016,12,5,11.96111111,-2.311111111,99.6,56.54,0.254,12.13,2.807404222,0,,,
2016,12,6,5.888888889,-2.583333333,99.9,38.91,0,9.7,4.050172333,0,,,
2016,12,7,3.766666667,-4.805555556,88.6,43.2,0,9.733809524,3.866886389,0,,,
2016,12,8,-1.327777778,-9.627777778,86,36.02,0,11.75,3.021982889,0,250,,
2016,12,9,-0.494444444,-9.238888889,80.4,44.6,0,9.643647059,2.655411,0,,,
2016,12,10,9.338888889,-5.833333333,86.7,43.16,0,10.84,4.586619,0,,,
2016,12,11,11.86111111,-3.105555556,87.6,60.15,0,5.76,5.579045333,0,,,
2016,12,12,2.827777778,-6.444444444,89.7,53.82,0,4.86,1.211475389,0,,,
2016,12,13,-0.705555556,-6.616666667,90.6,49.85,0,10.81,3.737245111,0,,,
2016,12,14,3.416666667,-8.522222222,85.1,34.72,0,10.74,2.887871222,0,,,
2016,12,15,0.661111111,-9.427777778,98.9,29.16,0,5.93,3.227620778,0,,,
2016,12,16,19.33888889,0.744444444,99.9,41.12,0,3.64,6.093140056,0,,,
2016,12,17,3.305555556,-14.42222222,91.6,66.2,0,2.24,7.841062111,0,,,
2016,12,18,-7.922222222,-19.72222222,79.57,39.83,0,11.87,1.770274,0,,,
2016,12,19,2.694444444,-16.75,80.8,31.3,0,11.68,2.601766333,0,,,
2016,12,20,9.622222222,-8.411111111,75.08,29.14,0,11.71,1.461817167,0,,,
2016,12,21,12.07222222,-5.894444444,84.3,27.94,0,7.42,2.270957556,0,,,
2016,12,22,5.561111111,-4.033333333,84.3,42.6,0.254,3.61,1.466287556,0,,,
2016,12,23,13.81111111,1.788888889,85.6,42.46,0.254,8.26,3.889238333,0,,,
2016,12,24,15.87222222,-2.877777778,99.9,52.99,0.254,11.06,2.422950778,0,,,
2016,12,25,22.13888889,9.161111111,100,29.76,1.016,3.38,5.860679833,0,,,
2016,12,26,10.5,-2.061111111,81.8,29.16,0,11.6,2.512358556,0,,,
2016,12,27,10.8,-6.105555556,92,32.25,0,11.31,1.613810389,0,,,
2016,12,28,16.52777778,0.027777778,95.2,25.46,0,11.38,3.084568333,0,,,
2016,12,29,10.8,-3.272222222,66.35,14.9,0,11.42,3.799830556,0,,,
2016,12,30,15.57222222,-5.927777778,65.89,17.74,0,11.53,5.726568167,0,,,
2016,12,31,11.07222222,-2.566666667,80.7,27.54,0,11.46,3.849004833,0,,,
2017,1,1,12.72222222,-3.95,99.4,48.71,0,9.44,2.092142,0,,,
2017,1,2,18.01111111,4.438888889,99.1,46.41,0,9.66,2.861048889,0,,,
2017,1,3,5.577777778,-5.338888889,92,37.92,0,3.02,7.005099389,0,,,
2017,1,4,-0.527777778,-9.722222222,73.82,29.16,0,10.56,3.173976111,0,,,
2017,1,5,-3.711111111,-9.827777778,87.7,44.03,0,4.03,5.798094389,0,,,
2017,1,6,-7.422222222,-16.77777778,91,55.94,0,6.25,1.582517667,0,,,
2017,1,7,2.938888889,-16.52777778,88.7,38.31,1.016,12.51,2.060849278,0,,,
2017,1,8,6.061111111,-11.16111111,89.8,32.9,0,11.41,4.072524278,0,,,
2017,1,9,14.82777778,-5.966666667,80.4,45.23,0,7.95,4.640263667,0,,,
2017,1,10,18.02222222,3.094444444,53.43,18.1,0,9.96,4.537444722,0,,,
2017,1,11,19.2,-0.855555556,75.72,24.78,0,5.63,3.916060667,0,,,
2017,1,12,2.972222222,-9.022222222,76.33,35.7,0,11.24,4.921898167,0,,,
2017,1,13,-1.972222222,-4.283333333,84.8,55.53,0,3.04,4.02335,0,,,
2017,1,14,-0.511111111,-3.122222222,97.8,69.08,0,2.16,3.864651194,0,,,
2017,1,15,1.972222222,-0.511111111,99.9,97.9,45.212,1.28,3.813720692,0,,,
2017,1,16,5.983333333,0.594444444,99.9,75.21,7.874,5.91,3.956294167,0,,,
2017,1,17,11.57777778,0.105555556,94.3,36.6,0,12.93,2.440832333,0,,,
2017,1,18,13.97777778,1.966666667,99.9,54.82,0,7.05,1.966971111,0,,,
2017,1,19,12.21111111,3.405555556,99.9,68.56,0,4.23,3.205268833,0,300,,
2017,1,20,16.15,2.744444444,99.9,31.22,0.254,6.8,2.472125056,0,,,
2017,1,21,15.02777778,-0.811111111,98.1,47.77,1.778,5.99,2.074260444,0,,,
2017,1,22,12.93888889,1.305555556,97.4,43.71,4.318,13.21,5.601397278,0,,,
2017,1,23,14.55,-2.416666667,95.7,41.36,0,13.6,3.084568333,0,,,
2017,1,24,22.42777778,1.322222222,92.7,22.54,0,13.83,4.783316111,0,,,
2017,1,25,6.111111111,-1.916666667,81.5,44.04,0,13.98,5.838327889,0,,,
2017,1,26,5.805555556,-4.483333333,84.6,35.92,0,14.33,3.477962556,0,,,
2017,1,27,8.661111111,-4.111111111,80,23.37,0,14.55,4.403333056,0,,,
2017,1,28,12.27222222,-1.527777778,79.9,28.35,0,13.91,4.644734056,0,,,
2017,1,29,18.95,0.566666667,73.17,23.27,0,14.35,4.300514111,0,,,
2017,1,30,24.76111111,-0.327777778,71.1,12.07,0,14.55,2.659881389,0,,,
2017,1,31,18.56111111,-0.061111111,88.1,22.08,0,13.64,2.315661444,0,,,
2017,2,1,11.05,-0.977777778,80.4,35.7,0,14.39,6.2361925,0,,,
2017,2,2,2.133333333,-5.544444444,76.55,35.92,0,13.28,5.163299167,0,,,
2017,2,3,3.5,-7.455555556,82.4,32.87,0,14.2,2.253076,0,,,
2017,2,4,14.35,-5.038888889,95.6,43.97,0,14.61,4.492740833,0,,,
2017,2,5,11.87777778,-1.844444444,99.9,80.5,0.254,5.97,1.716629333,0,,,
2017,2,6,21.11111111,4.744444444,99.9,29.64,0.254,12.02,2.8565785,0,,,
2017,2,7,15.12547893,0.244061303,86.47551724,36.11689655,0,12.88640449,3.711501837,0,,,
2017,2,8,6.522222222,-4.85,82.73,36.09,0,15.33,5.784683222,0,,,
2017,2,9,11.82222222,-6.277777778,84.79,31.73,0,15.39,3.473492167,0,,,
2017,2,10,26.33888889,4.238888889,64.37,24.16,0,15.5,5.525400667,0,,,
2017,2,11,31.22777778,10.06111111,73.33,16.27,0,16.81,2.923634333,0,,,
2017,2,12,13.6,4.027777778,70.56,28.42,0,12.97,6.406067278,0,,,
2017,2,13,9.077777778,0.394444444,97.42,36.79,14.478,3.83,1.439465222,0,,,
2017,2,14,6.483333333,1.872222222,98.34,65.57,1.524,2.89,3.473492167,0,,,
2017,2,15,13.72777778,-1.822222222,90.3,26.52,0,17.61,2.574944,0,,,
2017,2,16,20.8,0.666666667,85.87,26.13,0,18.01,3.942883,0,,,
2017,2,17,21.17222222,2.694444444,90.57,37.1,0,17.91,3.540548,0,,,
2017,2,18,19.38888889,4.644444444,100,57.39,0,14.22,1.9714415,0,,,
2017,2,19,21.55,6.127777778,100,65.37,35.56,6.48,2.785052278,0,,,
2017,2,20,19.57777778,9.027777778,99.92,58.93,1.27,10.49,2.896812,0,,,
2017,2,21,21.22777778,5.344444444,88.07,25.32,0,18.88,2.668822167,0,,,
2017,2,22,23.92222222,4.233333333,88.71,30.34,0,18.02,1.752392444,0,,,
2017,2,23,27.67222222,4.877777778,92.81,22.97,0,17.32,3.549488778,0,,,
2017,2,24,7.694444444,-3.033333333,84.87,40.68,0,19.25,6.763698389,0,,,
2017,2,25,7.477777778,-6.372222222,85.47,29.21,0,19.31,2.789522667,0,,,
2017,2,26,12.02222222,-1.761111111,82.44,41.3,0,14.88,1.439465222,0,,,
2017,2,27,22.18888889,0.438888889,99.71,29.36,0,13.72,3.115861056,0,,,
2017,2,28,19.97777778,8.377777778,98.21,40.26,0,4.19,4.211106333,0,,,
2017,3,1,14.72222222,1.655555556,66.77,14.44,0,20.64,4.170872833,0,,,
2017,3,2,16.32777778,-3.388888889,83.69,15.41,0,20.34,1.229356944,0,,,
2017,3,3,20.18888889,0.755555556,70.5,16.26,0,20.17,4.112757778,0,,,
2017,3,4,18.66111111,2.561111111,92.97,36.84,0,15.25,6.012673056,0,,,
2017,3,5,17.68888889,10.96111111,92.15,73.13,0,5.68,7.376141667,0,,,
2017,3,6,26.8,9.711111111,89.48,9.49,0,15.31,8.359627222,0,,,
2017,3,7,17.7,-0.572222222,63.07,8.49,0,19.93,2.481065833,0,,,
2017,3,8,22.62222222,0.716666667,75.64,19.61,0,19.34,3.656778111,0,,,
2017,3,9,27.8,9.072222222,91.07,17.6,0,21.09,3.473492167,0,,,
2017,3,10,12.18888889,1.527777778,74.41,34.09,0,18.78,5.458344833,0,,,
2017,3,11,8.788888889,-1.122222222,96.77,44.44,5.334,3.84,4.170872833,0,,,
2017,3,12,6.294444444,-3.316666667,97.11,80.57,0.254,5.44,2.266487167,0,,,
2017,3,13,6.455555556,-0.555555556,97.32,39.65,0,20.38,4.720730667,0,,,
2017,3,14,8.561111111,-3.2,89.57,44.03,0,20.21,2.539180889,0,,,
2017,3,15,13.65,-3.544444444,90.91,40.63,0,20.82,2.731407611,0,,,
2017,3,16,25.73888889,2.333333333,94.7,45.84,0,21.25,4.926368556,0,,,
2017,3,17,23.75,9.227777778,100,49.38,0,16.89,2.624118278,0,,,
2017,3,18,25.75,4.361111111,89.17,31.17,0,21.25,2.351424556,0,,,
2017,3,19,31.22777778,13.97777778,96.38,33.9,0,21.85,4.760964167,0,,,
2017,3,20,30.71111111,9.722222222,86.12,22.62,0,23.04,1.949089556,0,,,
2017,3,21,22.81111111,10.32777778,86.81,46.23,0,19.67,4.836960778,0,,,
2017,3,22,20.22222222,9.011111111,81.48,45.78,0,15.08,3.634426167,0,,,
2017,3,23,28.36111111,11.13888889,97.67,32.61,0,19.02,6.455241556,0,,,
2017,3,24,24.63888889,9.688888889,81.72,18.48,0,20.55,5.507519111,0,,,
2017,3,25,15.21111111,3.816666667,96.34,57.26,0,12.24,4.555326278,0,,,
2017,3,26,24.23888889,0.788888889,100,36.33,0,13.31,3.6612485,0,,,
2017,3,27,19.37222222,5.988888889,97.66,48.27,0,19.43,4.009938833,0,,,
2017,3,28,14.72777778,6.277777778,98.37,72.62,64.262,4.53,4.501681611,0,,,
2017,3,29,13.12777778,6.583333333,98.94,77.06,9.906,11.59,6.017143444,0,,,
2017,3,30,13.87222222,4.416666667,96.83,60.19,0,16.2,4.944250111,0,,,
2017,3,31,14.57777778,1.961111111,100,67.95,0,10.16,3.115861056,0,,,
2017,4,1,14.33888889,7.166666667,94.46,76.2,0.508,8.12,4.769904944,0,,,
2017,4,2,13.81111111,9.361111111,99.62,86.61,7.62,5.74,2.566003222,0,,,
2017,4,3,21.51111111,8.461111111,99.83,49.17,1.27,24.99,2.463184278,0,,,
2017,4,4,13.42222222,6.533333333,96.6,79.19,19.05,5.52,5.744449722,0,,,
2017,4,5,17.42777778,5.172222222,94.47,34.05,1.27,24.83,5.793624,0,,,
2017,4,6,18.01111111,1.894444444,90.47,32.29,0,26.13,1.613810389,0,,,
2017,4,7,23.88888889,4.55,84.71,36.62,0,24.94,3.482432944,0,,,
2017,4,8,27.47222222,11.83888889,76.6,46.3,0,23.69,5.275058889,0,,,
2017,4,9,27.35,16.4,84.98,50.11,0,17.32,5.194591889,0,,,
2017,4,10,21.51111111,6.561111111,88.87,24.86,0,24.38,3.491373722,0,,,
2017,4,11,20.58888889,2.666666667,95.3,33.32,0,26.54,1.524402611,0,,,
2017,4,12,23.01111111,9.161111111,97.57,54.16,0,17.02,2.910223167,0,,,
2017,4,13,20.77777778,13.62777778,99.02,76.87,7.62,7.82,2.405069222,0,,,
2017,4,14,25.25,14.23888889,98.87,59.77,0,19.66,4.935309333,0,,,
2017,4,15,26.87777778,17.15,89.93,57.17,0,15.72,4.836960778,0,,,
2017,4,16,23.47222222,15.95,97.03,73.27,0.762,5.85,2.682233333,0,,,
2017,4,17,22.33888889,14.03888889,98.65,64.32,0,12.16,1.949089556,0,,,
2017,4,18,27.16111111,12.92222222,99.95,50.77,0,25.73,3.536077611,0,,,
2017,4,19,27.12222222,15.97222222,96.61,56.69,0,20.93,5.0291875,0,,,
2017,4,20,22.08888889,13.53888889,96.78,36.14,23.622,18.65,3.804300944,0,,,
2017,4,21,13.53888889,6.383333333,97.79,82.72,25.654,5.53,5.63269,0,,,
2017,4,22,15.07222222,6.466666667,91.47,47.76,0,24.7,4.734141833,0,,,
2017,4,23,20.22777778,4.288888889,90.8,27.67,0,29.27,1.658514278,0,,,
2017,4,24,24.98888889,5.983333333,90.68,40.22,0,26.03,4.617911722,0,,,
2017,4,25,26.07777778,9.861111111,88.64,47.27,0,21.38,3.889238333,0,,,
2017,4,26,14.36111111,4.122222222,97.43,49.21,4.826,18.12,4.483800056,0,,,
2017,4,27,18.31111111,2.616666667,98.97,48.44,0.254,15.12,3.165035333,0,,,
2017,4,28,23.22222222,11.42222222,97.29,45.6,20.574,23.25,3.071157167,0,,,
2017,4,29,11.51111111,6.483333333,98.73,92.89,32.766,2.18,6.043965778,0,,,
2017,4,30,7.838888889,4.094444444,98.65,75.88,2.286,11.83,5.199062278,0,,,
2017,5,1,22.17222222,1.627777778,90.44,28.18,0,29.75,4.041231556,0,,,
2017,5,2,24.92222222,6.855555556,93.58,38.75,0,20.98852273,2.995160556,0,,,
2017,5,3,17.17222222,8.938888889,97.29,58.4,24.13,14.39,4.890605444,0,,,
2017,5,4,20.78888889,6.888888889,99.27,35.09,0,27.81,3.361732444,0,,,
2017,5,5,23.43888889,7.344444444,90.95,32.7,0,29.65,1.792625944,0,,,
2017,5,6,28.57222222,9.138888889,92.11,30.66,0,29.73,1.461817167,0,,,
2017,5,7,28.95,12.37222222,90.52,36.71,0,28.71,2.668822167,0,,,
2017,5,8,27.38888889,11.53888889,97.32,41.73,0,28.92,2.525769722,0,,,
2017,5,9,28.82777778,13.97222222,96.1,47.74,0,23.97,2.700114889,0,,,
2017,5,10,21.36111111,16.16111111,98.69,76.32,16.51,6.81,1.908856056,0,,,
2017,5,11,22.77777778,13.4,98.49,66.73,25.146,11.18,2.878930444,0,,,
2017,5,12,22.47222222,12.02222222,97.24,36.27,0,30.02,3.308087778,0,,,
2017,5,13,25.55,9.672222222,91.57,40.85,0,30.23,2.025086167,0,,,
2017,5,14,30.36111111,14.08888889,90.37,45.18,0,28.96,3.603133444,0,,,
2017,5,15,32.3,17.68888889,95.64,46.36,0,27.01,4.054642722,0,,,
2017,5,16,26.6,19.08888889,85.89,64.84,0,16.15,4.908487,0,,,
2017,5,17,29.11111111,14.37222222,92.18,28.06,0.508,29.08,4.872723889,0,,,
2017,5,18,29.47777778,12.27777778,97.1,56.1,8.636,11.4,3.621015,0,,,
2017,5,19,26.93888889,13.3,97.26,55.28,3.302,16.05,3.621015,0,,,
2017,5,20,20.73888889,10.31111111,93.33,40.92,0,29.38,3.916060667,0,,,
2017,5,21,24.55,6.266666667,95.7,33.25,0,29.84,1.287472,0,,,
2017,5,22,18.57222222,12.07222222,99.31,65.1,1.524,8.05,1.604869611,0,,,
2017,5,23,21.91111111,10.82222222,99.03,32.88,0.508,21.05,4.206635944,0,,,
2017,5,24,22.81111111,6.922222222,92.23,33.53,0,30.98,2.762700333,0,,,
2017,5,25,30.68888889,10.18888889,89.46,37.27,0,28.73,4.0635835,0,,,
2017,5,26,31.52777778,15.61111111,96.58,37.76,0,29.79,2.704585278,0,,,
2017,5,27,31.78888889,19.07777778,96.15,47.72,1.524,28.62,2.878930444,0,,,
2017,5,28,28.16111111,14.78888889,95.28,23.46,0,30.9,2.981749389,0,,,
2017,5,29,31.01111111,12.55,90.2,24.47,0,28.84,2.342483778,0,,,
2017,5,30,29.56111111,16.11111111,82.99,33.86,0,26.22,2.369306111,0,,,
2017,5,31,32.71111111,16.72777778,90.86,29.86,0,26.39,3.062216389,0,,,
2017,6,1,32.51111111,16.36111111,88.93,29.28,0,26.95,2.735878,0,,,
2017,6,2,26.75,14.47222222,98.69,57.02,5.08,13.82,1.8105075,0,,,
2017,6,3,27.45,18.77777778,98.7,59.23,5.588,13.41,1.721099722,0,,,
2017,6,4,27.52222222,19.2,99.48,58.58,1.524,18.89,2.387187667,0,,,
2017,6,5,32.31111111,18.05,99.99,33.14,0,25.76,2.127905111,0,,,
2017,6,6,33.6,17.77777778,96.04,31.54,13.462,26.95,2.396128444,0,,,
2017,6,7,28.92777778,17.3,99.14,32.23,0.762,30.05,2.002734222,0,,,
2017,6,8,28.52777778,14.42777778,91.99,36.17,0,22.16,1.287472,0,,,
2017,6,9,30.53888889,17,92.7,47.93,0,29.26,3.169505722,0,,,
2017,6,10,33.02777778,20.77777778,89.64,46.32,0,25.75,5.2705885,0,,,
2017,6,11,33.22222222,22.02777778,80.18,45.38,0,29.11,6.195959,0,,,
2017,6,12,34.38888889,22.12777778,78.78,44.06,0,28.75,5.614808444,0,,,
2017,6,13,33.58888889,22.76111111,85.25,44.46,0,27.91,5.561163778,0,,,
2017,6,14,35.92222222,23.78888889,86.44,41.67,0,28.54,4.6268525,0,,,
2017,6,15,37.13888889,21.82222222,94.05,10.93,0,24.77234043,4.041231556,0,,,
2017,6,16,37.42222222,19.45,87.48,29.46,0,28.2,3.723833944,0,,,
2017,6,17,36.88888889,22.88888889,88.46,43.68,0,26.9,3.393025167,0,,,
2017,6,18,28.51111111,18.3,96.46,32.96,19.05,23.28,4.161932056,0,,,
